Name,Product Link,Price,Rating,Number of Reviews
smartphone,"KUU 15.6in 1080p FHD Laptop, Intel Celeron, 16GB RAM 512GB SSD, Windows 11 Pro",https://www.walmart.com/ip/15-6-KUU-Laptop-Intel-Celeron-N5095-16GB-RAM-512GB-SSD-Win-11-Pro-Backlit-Keyboard-Wifi-Bluetooth/1057434650?classType=REGULAR&from=/search,$295.00,3.2,354
smartphone,"HP Stream 14 Laptop, Intel Celeron N4000, 4GB SDRAM, 32GB eMMC, Office 365 1-yr, Brilliant Black",https://www.walmart.com/ip/HP-Stream-14-Laptop-Intel-Celeron-N4000-4GB-SDRAM-32GB-eMMC-Office-365-1-yr-Brilliant-Black/470907822?classType=VARIANT&from=/search,$236.00,3.6,697
smartphone,HP Pavilion 16 inch Laptop AMD Ryzen 7-8840U AI PC 8GB RAM 512GB SSD Meteor Silver,https://www.walmart.com/ip/HP-Pavilion-16-inch-Laptop-AMD-Ryzen-7-8840U-8GB-RAM-512GB-SSD-Meteor-Silver/5144705567?classType=REGULAR&from=/search,$649.00,4.2,22
smartphone,"Acer Nitro V - 15.6"" - Intel Core i9-13900H - GeForce RTX 4060 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (ANV15-51-98N0 )",https://www.walmart.com/ip/Acer-Nitro-V-15-6-144-Hz-IPS-Intel-Core-i9-13900H-GeForce-RTX-4060-Laptop-GPU-16-GB-DDR5-512-PCIe-SSD-Windows-11-Home-64-bit-Gaming-ANV15-51-98N0/5609511391?classType=REGULAR&from=/search,$999.99,5.0,3
smartphone,"HP Chromebook X360 14"" HD Touchscreen 2-in-1 Laptop, Intel Celeron N4020, 4GB RAM, 64GB eMMC, Teal, 14a-ca0130wm",https://www.walmart.com/ip/HP-Chromebook-X360-14-HD-Touchscreen-2-in-1-Laptop-Intel-Celeron-N4020-4GB-RAM-64GB-eMMC-Teal-14a-ca0130wm/518977383?classType=REGULAR&from=/search,$289.00,4.4,1305
smartphone,Acer Chromebook 315 15.6 inch Laptop Intel Processor N4500 4GB RAM 64GB eMMC Pure Silver,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAcer-Chromebook-315-15-6-inch-Laptop-Intel-Processor-N4500-4GB-RAM-64GB-eMMC-Pure-Silver%2F3193557250%3FclassType%3DVARIANT%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=0bff47bc-2f89-4049-95c4-ca659c0458cc&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=KhmMUJ7LZFwOTYtKUcpHBA8hEP3gwCceFo0b2cpQOyFZsq6946ZpvNiNyz4U3SdUThZWz9XmmmrKUEPO10_ARt2a8Ls-Lp7ZKk1ud3HBE9iFgoUJ6stmxoYwbaCyT_OAYZ4KtiBPCx4yjAN4mn2ColaGogX-ZZD7p-QTyylw69_lXrZrCTDvYjvjRlczJPLEzaYMyT9EyjIpGo_ZSgWaWhY0FNE2CneeVJIISH22b2rfFA-PE1RJSg3wUgXXZ_EmZOVKVN7iZqSiPWzY2i5thOqeUkuzemiGjAkJEVPvpWU&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=VARIANT&athbdg=L1102,$139.00,4.4,3857
smartphone,ASUS Chromebook Plus CX34 14 inch Touch Laptop with Google AI Intel Core i3-1215U 8GB RAM 128GB UFS Gray,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FASUS-Chromebook-Plus-CX34-14-inch-Touch-Laptop-with-Google-AI-Intel-Core-i3-1215U-8GB-RAM-128GB-UFS-Gray%2F5098188355%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=0bff47bc-2f89-4049-95c4-ca659c0458cc&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=HU2G_1p-1zcDHRrB49pHGYH-P_qh9iiJU4nteXE1_y1gJa0A2XyT8t3wKZ8luJ_BTAeFFA8hiGymLi7TwdciDKVtzSRU1e7dk8-fjearo5Hg2e4WO02Ii9J-wEDrON_S6rxkBuvclEdyvdmax0wrfW0LIA3kTLmAkpPMjMfSvgnRrz9Mxz1Hw7nUq4SyxoFLfonZ6ccMlO0nfiQHy97_ApRwUdSU9qPYECfxDgfwp5gBqVE9gNL48ee4bsVY9WeZkWp_6oFq82PTlPU2rak16G7PsNtvbRQ5MfQ0hp5k7Gs&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=REGULAR,$329.00,4.5,71
smartphone,HP Chromebook x360 14 inch FHD IPS Touch 2-in-1 Laptop Intel Processor N100 4GB RAM 64GB eMMC Sky Blue,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FHP-Chromebook-X360-14-inch-FHD-IPS-Touch-2-in-1-Laptop-Intel-Processor-N100-4GB-RAM-64GB-eMMC-Sky-Blue%2F5123764557%3FclassType%3DREGULAR%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=0bff47bc-2f89-4049-95c4-ca659c0458cc&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=9J0Na0lqq3LXzC4SMNSY7CzcW1Ey4xZNTLTEW8CTin6KrEFkQxOlrB6nXmpL3WwDKwhC0PwHUjpNG2TR1E_iUt2a8Ls-Lp7ZKk1ud3HBE9gQXFv1Lbsd3MMcG7V7_G4a3Qj_a6g5U4WnCQRPqL1wPLCTwzQ21r4umYfVPIq7otY3Plo8uiLQATrl-NYKsj5Zyns0CyoRJPkJNdPQeNwysjdlExP4MQThgq7cAs-u7-3bvxMmAAh3bi-1De1rHI-A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=REGULAR&athbdg=L1102,$199.00,4.5,539
smartphone,Lenovo IdeaPad Slim 3 15.6 inch FHD Touch Windows Laptop AMD Ryzen 7-7730U 16GB RAM 512GB SSD Abyss Blue,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FLenovo-Ideapad-Slim-3-15-6-inch-FHD-IPS-Touch-Laptop-AMD-Ryzen-7-7730U-16GB-RAM-512GB-SSD-Abyss-Blue%2F5098188190%3FclassType%3DREGULAR%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=0bff47bc-2f89-4049-95c4-ca659c0458cc&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=XkWjrDz8ODLO495J71dgaR8NUYi4zqxwDfuj33WgKWhggWzDgIMdhkkiVDcYbWvXh4SMnhzwDSqJsm4P8ZDwiKVtzSRU1e7dk8-fjearo5FZxTCo8z5SevUm4mJQr8B1zENKgnIxf3_JRCAkaSuZRQEhNOivEskjU_pbBzsHM1MVK3wh0oMD-mHd4nFqavccJDemNBHZGQ16aUYc3PhOmXaqxpJCmlU6WH7lsUGUVnVxZLBu6uFISO-lPV1eUOhYrFStnDFmE4yvL64KqG5JvtjoH7Fkas0-NjJ6XSfDXVk&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=REGULAR&athbdg=L1102,$429.00,4.6,137
smartphone,"HP 15.6"" FHD Notebook Intel Core i5-1235U 8GB RAM 512GB SSD Natural Silver 15-fd0999nr - Intel Core i5-1235U Deca-core - 15.6"" FHD (1920x1080) Anti-glare Display - 8GB DDR4 Memory - 512GB SSD Stora...",https://www.walmart.com/ip/HP-15-6-FHD-Notebook-Intel-Core-i5-1235U-8GB-RAM-512GB-SSD-Natural-Silver-15-fd0999nr/5499636733?classType=REGULAR&athbdg=L1600&from=/search,$349.99,4.4,30
smartphone,HP Windows Desktop Intel Core i5-13400 12GB RAM 512GB SSD Dark Black,https://www.walmart.com/ip/HP-Desktop-Intel-Core-i5-13400-12GB-RAM-512GB-SSD-Dark-Black/5096127127?classType=REGULAR&athbdg=L1300&from=/search,$539.00,4.5,92
smartphone,"MSI Cyborg Gaming Laptop - 15.6"" IPS FHD -13th Gen Intel Core i7-13620H - GeForce RTX 4050 - 144HZ 1080p - 16GB RAM - 512GB SSD - A13VE-218US Notebook PC",https://www.walmart.com/ip/MSI-CYBORG1513218-Cyborg-15-A13ve-218us/5037134698?classType=REGULAR&from=/search,$799.00,4.3,14
smartphone,"Restored Apple MacBook Air 13.3"" Laptop (2017) MQD32LL/A Intel Core i5 - 8GB Memory, 128GB SSD - Silver (Refurbished)",https://www.walmart.com/ip/Restored-Apple-MacBook-Air-13-3-Laptop-2017-MQD32LL-A-Intel-Core-i5-8GB-Memory-128GB-SSD-Silver-Refurbished/275341764?classType=REGULAR&athbdg=L1600&from=/search,$176.37,3.8,93
smartphone,"Restored Apple 13.3"" MacBook Air (Intel Core i5, Silver, 8GB RAM, 128GB SSD, Mid 2017) (Refurbished)",https://www.walmart.com/ip/Restored-Apple-13-3-MacBook-Air-Intel-Core-i5-Silver-8GB-RAM-128GB-SSD-Mid-2017-Refurbished/446815488?classType=VARIANT&athbdg=L1600&from=/search,$164.99,3.5,61
smartphone,"Lenovo LOQ 15.6 FHD 144Hz Gaming Laptop, Intel Core i5-13420H, NVIDIA GeForce GTX 3050 6GB, 16GB RAM, 512GB SSD, Storm Grey, Windows 11, 82XV0094US",https://www.walmart.com/ip/Lenovo-LOQ-15-6-FHD-144Hz-Gaming-Laptop-Intel-Core-i5-13420H-NVIDIA-GeForce-GTX-3050-6GB-16GB-RAM-512GB-SSD-Storm-Grey-Windows-11-82XV0094US/3685906294?classType=REGULAR&from=/search,$848.80,4.7,22
smartphone,Acer Chromebook 315 15.6 inch Laptop Intel Processor N4500 4GB RAM 64GB eMMC Pure Silver,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAcer-Chromebook-315-15-6-inch-Laptop-Intel-Processor-N4500-4GB-RAM-64GB-eMMC-Pure-Silver%2F3193557250%3FclassType%3DVARIANT%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=7eeb9c21-8e7a-4372-b969-0eb6feda1d93&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=KhmMUJ7LZFwOTYtKUcpHBA8hEP3gwCceFo0b2cpQOyFZsq6946ZpvNiNyz4U3SdUP4aZhgo_bLlueIDBcxd_lcwQI0ZIGstfRdbNUysxW4WFgoUJ6stmxoYwbaCyT_OAaW7qyEAOBuOsL7V5nUtUGrv8G1JTPE0x6yGjbMYVGCS_BpAMhDupixEy1GH8xN0mzaYMyT9EyjIpGo_ZSgWaWhY0FNE2CneeVJIISH22b2rfFA-PE1RJSg3wUgXXZ_EmZOVKVN7iZqSiPWzY2i5thOqeUkuzemiGjAkJEVPvpWU&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_on%7Csearch_default&classType=VARIANT&athbdg=L1102,$139.00,4.4,3857
smartphone,ASUS Chromebook Plus CX34 14 inch Touch Laptop with Google AI Intel Core i3-1215U 8GB RAM 128GB UFS Gray,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FASUS-Chromebook-Plus-CX34-14-inch-Touch-Laptop-with-Google-AI-Intel-Core-i3-1215U-8GB-RAM-128GB-UFS-Gray%2F5098188355%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=7eeb9c21-8e7a-4372-b969-0eb6feda1d93&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=HU2G_1p-1zcDHRrB49pHGYH-P_qh9iiJU4nteXE1_y1gJa0A2XyT8t3wKZ8luJ_BTAeFFA8hiGymLi7TwdciDC8hKkhtg6ZKpDsALxRMaJ7g2e4WO02Ii9J-wEDrON_S6rxkBuvclEdyvdmax0wrfW0LIA3kTLmAkpPMjMfSvgnRrz9Mxz1Hw7nUq4SyxoFLfonZ6ccMlO0nfiQHy97_ApRwUdSU9qPYECfxDgfwp5gBqVE9gNL48ee4bsVY9WeZkWp_6oFq82PTlPU2rak16G7PsNtvbRQ5MfQ0hp5k7Gs&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_on%7Csearch_default&classType=REGULAR,$329.00,4.5,71
smartphone,HP Chromebook x360 14 inch FHD IPS Touch 2-in-1 Laptop Intel Processor N100 4GB RAM 64GB eMMC Sky Blue,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FHP-Chromebook-X360-14-inch-FHD-IPS-Touch-2-in-1-Laptop-Intel-Processor-N100-4GB-RAM-64GB-eMMC-Sky-Blue%2F5123764557%3FclassType%3DREGULAR%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=7eeb9c21-8e7a-4372-b969-0eb6feda1d93&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=9J0Na0lqq3LXzC4SMNSY7CzcW1Ey4xZNTLTEW8CTin6KrEFkQxOlrB6nXmpL3WwDKwhC0PwHUjpNG2TR1E_iUswQI0ZIGstfRdbNUysxW4UQXFv1Lbsd3MMcG7V7_G4a3Qj_a6g5U4WnCQRPqL1wPLCTwzQ21r4umYfVPIq7otY3Plo8uiLQATrl-NYKsj5Zyns0CyoRJPkJNdPQeNwysjdlExP4MQThgq7cAs-u7-3bvxMmAAh3bi-1De1rHI-A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_on%7Csearch_default&classType=REGULAR&athbdg=L1102,$199.00,4.5,539
smartphone,Lenovo IdeaPad Slim 3 15.6 inch FHD Touch Windows Laptop AMD Ryzen 7-7730U 16GB RAM 512GB SSD Abyss Blue,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FLenovo-Ideapad-Slim-3-15-6-inch-FHD-IPS-Touch-Laptop-AMD-Ryzen-7-7730U-16GB-RAM-512GB-SSD-Abyss-Blue%2F5098188190%3FclassType%3DREGULAR%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=7eeb9c21-8e7a-4372-b969-0eb6feda1d93&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=XkWjrDz8ODLO495J71dgaR8NUYi4zqxwDfuj33WgKWhggWzDgIMdhkkiVDcYbWvXh4SMnhzwDSqJsm4P8ZDwiC8hKkhtg6ZKpDsALxRMaJ5ZxTCo8z5SevUm4mJQr8B1zENKgnIxf3_JRCAkaSuZRQEhNOivEskjU_pbBzsHM1MVK3wh0oMD-mHd4nFqavccJDemNBHZGQ16aUYc3PhOmXaqxpJCmlU6WH7lsUGUVnVxZLBu6uFISO-lPV1eUOhYrFStnDFmE4yvL64KqG5JvtjoH7Fkas0-NjJ6XSfDXVk&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_on%7Csearch_default&classType=REGULAR&athbdg=L1102,$429.00,4.6,137
smartphone,"HP 14"" FHD Pavilion x360 Laptop, Intel Core i5-1235U, 8GB, 256GB, Silver, Windows 11, 14-dy2050wm",https://www.walmart.com/ip/HP-14-FHD-Pavilion-x360-Laptop-Intel-Core-i5-1235U-8GB-256GB-Silver-Windows-11-14-dy2050wm/753966076?classType=REGULAR&from=/search,$478.90,4.2,267
smartphone,"ASUS Vivobook 15.6” FHD Touch PC Laptop, Intel Core i5-1135G7, 8GB, 512GB, Win 11 Home, F515EA-WH52",https://www.walmart.com/ip/ASUS-Vivobook-15-6-FHD-Touch-PC-Laptop-Intel-Core-i5-1135G7-8GB-512GB-Win-11-Home-F515EA-WH52/2340855991?classType=VARIANT&from=/search,$369.00,4.5,343
smartphone,"Lenovo IdeaPad Flex 5i 14"" FHD 2-in-1 Touchscreen Laptop, Intel Core i3-1115G4, 4GB RAM, 128GB SSD, Graphite Gray, Windows 11 in S Mode, 82HS00R9US",https://www.walmart.com/ip/Lenovo-Flex-5i-14-0-FHD-Touch-Core-i3-1115G4-4GB-128GB-Graphite-Grey-Windows-11-S-82HS00R9US/866819117?classType=VARIANT&from=/search,$309.00,3.7,276
smartphone,"ASUS Vivobook 15 laptop, 15.6” Touch, Intel Core i7-1255U, 16GB RAM, 512GB SSD, Quiet Blue, Windows 11 Home",https://www.walmart.com/ip/ASUS-Vivobook-15-laptop-15-6-Touch-Intel-Core-i7-1255U-16GB-RAM-512GB-SSD-Quiet-Blue-Windows-11-Home/2471038977?classType=VARIANT&from=/search,$569.98,4.6,590
smartphone,"HP 15.6"" Pentium 4GB/128GB Laptop-Scarlet Red",https://www.walmart.com/ip/HP-15-dw0083wm-15-6-HD-Pentium-Silver-N5000-1-1GHz-Intel-UHD-Graphics-605-4GB-RAM-128GB-SSD-Windows-10-Scarlet-red/363405465?classType=VARIANT&from=/search,$275.00,3.8,4321
smartphone,"HP 15.6"" HD Business Laptop Touchscreen, Intel Core i3-1215U, 16GB RAM, 1TB SSD, Intel UHD Graphics, Wi-Fi, Bluetooth, Webcam, Media Card Reader, Numeric Keypad, Windows 11 Home, Cefesfy LaptopStand",https://www.walmart.com/ip/HP-15-6-HD-Business-Laptop-Touchscreen-Intel-Core-i3-1215U-16GB-RAM-1TB-SSD-UHD-Graphics-Wi-Fi-Bluetooth-Webcam-Media-Card-Reader-Numeric-Keypad-Wind/5310462760?classType=VARIANT&from=/search,$495.90,4.7,104
headphones,Acer Chromebook 315 15.6 inch Laptop Intel Processor N4500 4GB RAM 64GB eMMC Pure Silver,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAcer-Chromebook-315-15-6-inch-Laptop-Intel-Processor-N4500-4GB-RAM-64GB-eMMC-Pure-Silver%2F3193557250%3FclassType%3DVARIANT%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=481e7195-84f4-4391-bd68-4c04365b2f00&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=KhmMUJ7LZFwOTYtKUcpHBA8hEP3gwCceFo0b2cpQOyFZsq6946ZpvNiNyz4U3SdUThZWz9XmmmrKUEPO10_ARjixaRjxd6ZpQX1bnBjR8OOFgoUJ6stmxoYwbaCyT_OAYZ4KtiBPCx4yjAN4mn2ColaGogX-ZZD7p-QTyylw69_lXrZrCTDvYjvjRlczJPLEzaYMyT9EyjIpGo_ZSgWaWhY0FNE2CneeVJIISH22b2rfFA-PE1RJSg3wUgXXZ_EmZOVKVN7iZqSiPWzY2i5thOqeUkuzemiGjAkJEVPvpWU&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=VARIANT&athbdg=L1102,$139.00,4.4,3857
headphones,ASUS Chromebook Plus CX34 14 inch Touch Laptop with Google AI Intel Core i3-1215U 8GB RAM 128GB UFS Gray,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FASUS-Chromebook-Plus-CX34-14-inch-Touch-Laptop-with-Google-AI-Intel-Core-i3-1215U-8GB-RAM-128GB-UFS-Gray%2F5098188355%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=481e7195-84f4-4391-bd68-4c04365b2f00&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=HU2G_1p-1zcDHRrB49pHGYH-P_qh9iiJU4nteXE1_y1gJa0A2XyT8t3wKZ8luJ_BTAeFFA8hiGymLi7TwdciDJY5d2G9dj6oJgfVgOXgtEfg2e4WO02Ii9J-wEDrON_S6rxkBuvclEdyvdmax0wrfW0LIA3kTLmAkpPMjMfSvgnRrz9Mxz1Hw7nUq4SyxoFLfonZ6ccMlO0nfiQHy97_ApRwUdSU9qPYECfxDgfwp5gBqVE9gNL48ee4bsVY9WeZkWp_6oFq82PTlPU2rak16G7PsNtvbRQ5MfQ0hp5k7Gs&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=REGULAR,$329.00,4.5,71
headphones,HP Chromebook x360 14 inch FHD IPS Touch 2-in-1 Laptop Intel Processor N100 4GB RAM 64GB eMMC Sky Blue,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FHP-Chromebook-X360-14-inch-FHD-IPS-Touch-2-in-1-Laptop-Intel-Processor-N100-4GB-RAM-64GB-eMMC-Sky-Blue%2F5123764557%3FclassType%3DREGULAR%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=481e7195-84f4-4391-bd68-4c04365b2f00&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=9J0Na0lqq3LXzC4SMNSY7CzcW1Ey4xZNTLTEW8CTin6KrEFkQxOlrB6nXmpL3WwDKwhC0PwHUjpNG2TR1E_iUjixaRjxd6ZpQX1bnBjR8OMQXFv1Lbsd3MMcG7V7_G4a3Qj_a6g5U4WnCQRPqL1wPLCTwzQ21r4umYfVPIq7otY3Plo8uiLQATrl-NYKsj5Zyns0CyoRJPkJNdPQeNwysjdlExP4MQThgq7cAs-u7-3bvxMmAAh3bi-1De1rHI-A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=REGULAR&athbdg=L1102,$199.00,4.5,539
headphones,Lenovo IdeaPad Slim 3 15.6 inch FHD Touch Windows Laptop AMD Ryzen 7-7730U 16GB RAM 512GB SSD Abyss Blue,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FLenovo-Ideapad-Slim-3-15-6-inch-FHD-IPS-Touch-Laptop-AMD-Ryzen-7-7730U-16GB-RAM-512GB-SSD-Abyss-Blue%2F5098188190%3FclassType%3DREGULAR%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=481e7195-84f4-4391-bd68-4c04365b2f00&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=XkWjrDz8ODLO495J71dgaR8NUYi4zqxwDfuj33WgKWhggWzDgIMdhkkiVDcYbWvXh4SMnhzwDSqJsm4P8ZDwiJY5d2G9dj6oJgfVgOXgtEdZxTCo8z5SevUm4mJQr8B1zENKgnIxf3_JRCAkaSuZRQEhNOivEskjU_pbBzsHM1MVK3wh0oMD-mHd4nFqavccJDemNBHZGQ16aUYc3PhOmXaqxpJCmlU6WH7lsUGUVnVxZLBu6uFISO-lPV1eUOhYrFStnDFmE4yvL64KqG5JvtjoH7Fkas0-NjJ6XSfDXVk&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=REGULAR&athbdg=L1102,$429.00,4.6,137
headphones,Lenovo IdeaPad 1i 15.6 inch Windows Laptop Intel Core i5-1235U 8GB RAM 256GB SSD Abyss Blue,https://www.walmart.com/ip/Lenovo-IdeaPad-1i-15-6-Intel-Core-i5-1235U-8GB-RAM-256-GB-SSD-Abyss-Blue-Windows-11-in-S-Mode-82QD00GNUS/5698519717?classType=REGULAR&athbdg=L1102&from=/search,$299.00,4.4,59
headphones,Lenovo IdeaPad Slim 3 15.6 inch FHD Touch Windows Laptop AMD Ryzen 7-7730U 16GB RAM 512GB SSD Abyss Blue,https://www.walmart.com/ip/Lenovo-Ideapad-Slim-3-15-6-inch-FHD-IPS-Touch-Laptop-AMD-Ryzen-7-7730U-16GB-RAM-512GB-SSD-Abyss-Blue/5098188190?classType=REGULAR&athbdg=L1102&from=/search,$429.00,4.6,137
headphones,HP 15.6 inch Windows Laptop Intel Processor N200 4GB RAM 128GB UFS Scarlet Red (12-mo. Microsoft 365 included),https://www.walmart.com/ip/HP-15-6-inch-Laptop-Intel-Processor-N200-4GB-RAM-128GB-UFS-Scarlet-Red-12-mo-Microsoft-365-included/2706605807?classType=VARIANT&athbdg=L1102&from=/search,$199.00,4.2,4512
headphones,HP 15.6 inch Windows Laptop Intel Core i3-N305 8GB RAM 256GB SSD Natural Silver,https://www.walmart.com/ip/HP-15-6-inch-Laptop-Intel-Core-i3-N305-8GB-RAM-256GB-SSD-Natural-Silver/5098188131?classType=VARIANT&from=/search,$279.90,4.5,969
headphones,HP Chromebook 14 inch Laptop Intel Processor N200 4GB RAM 128GB UFS Glacier Silver,https://www.walmart.com/ip/HP-Chromebook-14-inch-Laptop-Intel-Processor-N200-4GB-RAM-128GB-UFS-Glacier-Silver/5098188136?classType=REGULAR&from=/search,$183.94,4.5,641
headphones,Acer Chromebook 315 15.6 inch Laptop Intel Processor N4500 4GB RAM 64GB eMMC Pure Silver,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=1085632_1071204_5186082_4126170_5681475&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAcer-Chromebook-315-15-6-inch-Laptop-Intel-Processor-N4500-4GB-RAM-64GB-eMMC-Pure-Silver%2F3193557250%3FclassType%3DVARIANT%26athbdg%3DL1102%26adsRedirect%3Dtrue&adUid=40723026-5731-405d-9004-4acd3a49ebce&mloc=sp-search-middle&pltfm=desktop&pgId=laptop&pt=search&spQs=KhmMUJ7LZFwOTYtKUcpHBA8hEP3gwCceFo0b2cpQOyFZsq6946ZpvNiNyz4U3SdUThZWz9XmmmrKUEPO10_ARv_bB35lrFTwxXjaMw2308qFgoUJ6stmxoYwbaCyT_OAYZ4KtiBPCx4yjAN4mn2ColaGogX-ZZD7p-QTyylw69_lXrZrCTDvYjvjRlczJPLEzaYMyT9EyjIpGo_ZSgWaWhY0FNE2CneeVJIISH22b2rfFA-PE1RJSg3wUgXXZ_EmZOVKVN7iZqSiPWzY2i5thOqeUkuzemiGjAkJEVPvpWU&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Ccoldstart_off%7Csearch_default&classType=VARIANT&athbdg=L1102,$139.00,4.4,3857
